labels,preprocessed_docs
1,winner guarante caller prize final attempt contact claim call ppmpoboxbhambx
1,xma new year eve ticket sale club day till pm thur fri sat night week sell fast
0,tyler get th leav long get like hour
0,prepar pound everi night
0,actual mobil full msg work onlin need send sent msg wil explain u later
0,sorri call later
0,good even
0,home pleas call
0,oic co n si got lunch today dad went dunno whether eat sch wat
0,mmmmm sooooo good wake word morn love mmmm fuck love lion devour kiss across sea
0,pleas inform applic airtel broadband process success instal happen within day
0,happen dear silent tens
0,get unless guy want come time sooner
0,cough noth
0,ii come lt n pass lar
0,e person e sm survey
0,lol ok ill tri send warn sprint dead slow prolli get tomorrow
0,thank meet monday
0,th gower mate r u man good wale ill b back aomorrow c u wk msg random
1,rock yr chik get filthi film xxx pic yr phone rpli filth saristar ltd e yt p per day stop cancel
0,singl line big mean miss anyth ur best life
0,got like get later though get whatev feel like
0,dad want talk apart got late start omw
0,love
0,lol u still feel sick
0,din tell u ju
0,eye philosophi
1,next month get upto call ur standard network charg activ call c wirenet stterm pobox uz cost min mobcudb
0,ok lor town lei
0,alreadysabarish ask go
0,da vijay go talk jaya tv
1,urgent tri contact u today draw show prize guarante call land line claim j po boxcpm
0,lol know hey someon great inperson flea forum love
1,text banneduk see cost p textoper gga xxx
0,still chanc search hard get itlet tri
1,auction round highest bid next maximum bid bid send bid e g bid good luck
0,alway celebr ny famili
0,know taj mahal symbol love lesser known fact mumtaz shahjahan th wife wife shahjahan kill mumtaz husband marri mumtaz die th deliveri marri mumtaz sister question aris hell love great hari
0,okcom home vl nice meet v chat
1,collect valentin weekend pari inc flight hotel prize guarante text pari wwwrtfsphostingcom
0,sent de webadr gete salari slip
0,fine send greet
1,custom loyalti offerth new nokia mobil txtauction txt word start get tctxt tc pmtmsg
0,dint touch
0,yup leav right back soon
1,believ true incred txt repli g learn truli amaz thing blow mind ofwd ptxt
0,yeah sure leav min
0,one teach ship car
0,sign matur start say big thing actual start understand small thing nice even bslvyl
0,yeah confirm stay weekend
0,said dun haf passport smth like dat juz send email account
0,multipli number independ count decim point divis push decim place like show
0,love night wake see messag hope smile know great morn
0,ard lor
0,right meanwhil project twin comin
0,sent maga money yesterday oh
1,hi ibh custom loyalti offer new nokia mobil txtauctiontxt wordstart get nowt
0,heart empti without love mind empti without wisdom eye r empti without dream life empti without frnd alwi touch good night sweet dream
1,hot n horni will live local text repli hear strt back p per msg netcollex ltdhelpdesk repli stop end
0,ride equal unev mani peski cyclist around time night
0,werear free give otherwis nalla adi entey nattil kittum
0,sent wife text buy tell relax go get wkend
0,escap theatr go watch kavalan minut
0,much would cost hire hitman
0,anyth lor
0,sorri call later
1,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call
0,huh cant go ur hous empti hand right
0,good morn princess happi new year
1,congratul winner august prize draw call prize code
0,aight head
0,wat r u busi wif work
0,know mood today
0,jay told alreadi
0,cp caus outag conserv energi
0,sure check happen around area
0,hey morn come ask pa
0,jordan got vote last nite
0,mean got epi she fine she
0,idea
0,pl come quick cant bare
0,joy father john john joy father u an th hav iq ti ia question tri answer
0,call unabl cal let meet bhaskar deep
0,ill meet librari
0,k roommat also want dubsack anoth friend may also want plan bring extra tell know sure
0,depend individu lor e hair dresser say pretti parent say look gong u kaypoh also dunno wat collect
0,ok c
0,enjoy watch play footbal basketbal anyth outdoor
0,pleas ask macho price rang want someth new use plu interfu blackberri bold bb
0,sorri sent blank msg yup tri seriou studi
0,hey check da list da
1,p alfi moon children need song ur mob tell ur ms txt tone chariti nokia poli chariti poli zed profit chariti
0,meant apolog text get drug night
0,mean februari april get place stay hustl back forth audit season sinc sister move away harlem
0,goin workout lor muz lose e fat
0,damn poor zac stand chanc
0,messageno responcewhat happend
0,want tel u one thing u mistak k messag sent
0,yeah right bring tape measur fri
0,still chanc search hard get itlet tri
0,meet u work tel shall work tomorrow
0,head straight
1,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box wwx
0,thank princess sexi
0,oooh got plenti
0,hui xin da lib
0,big differ versu everi hr
0,make cri stuff happen top everyth els push edg underdtand often cri sorri sorri life
0,babe feel let get itboth tri cheer upnot fit soo muchxxlov u locaxx
0,know hook mean right
1,custom servic announc recent tri make deliveri unabl pleas call reschedul ref
0,wat da model num ur phone
0,realli skateboard despit fact get thrown wind bandag shit arm everi five minut
1,stop club tone repli stop mix see mytonecomenjoy html term club tone cost gbpweek mfl
0,hous e sky quit dark liao rain got excus run alreadi rite hee
0,sorri left phone upstair ok might hectic would bird one fell swoop date
0,thought see
1,wamma get laidwant real doggin locat sent direct mobil join uk largest dog network txt dog nownyt eca lp amsg
0,carlo say pick later yeah set
0,hey babe friend cancel still visit
0,per request maangalyam alaipayuth set callertun caller press copi friend callertun
0,hmm ill think ok forgiven
0,hope get away langport still town tonight
0,want send virtual hug need one
0,probabl still go stuff
0,issu right ill fix tomorrow
0,come peopl
0,senthil group compani apnt pm
0,oh realli make air talent
0,studi ill free next weekend
0,r u yet wear blue shirt n black pant
0,waiti come min
0,reach ur home minut
0,well great weekend
0,langport sorri probabl bed pm suck ill xma gosri lanka
0,frnd juz wordnot mere relationshipit silent promis say wherevr whenevr forevr gudnyt dear
0,huh also cannot mani mistak
0,ha u ju ate honey ar sweet
0,turn phone mom tell everyon cancer sister stop call hurt talk cannot put see u u get home love u
0,honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass go gym
0,thank love rock
0,yeah imma come caus jay want drug
0,ok thanx take care
0,yup thk u oso bore wat
0,came look flat seem ok away alot wiv work got woman come
0,moji inform save live thank
1,nokia get win free auction take part send nokia hgsuiteland rowwjhl
0,who class
0,hey r still onlin finish format
0,great attract brotha
1,promot number ur award citi break could win summer shop spree everi wk txt store skilgm tscswinawkag aperwksub
0,stupidit possibl
0,cant pick phone right pl send messag
0,lol happen vega stay vega
0,hello hello hi lou sorri took long repli left mobil friend lancast got bak neway im sorri couldnaot make ur baoday hun
0,use soc use home ii dunno type word ar
0,dad say hurri hell
0,wake morn
0,get class bsn like minut know advis
0,great shoot big load get readi
0,meet lobbi
0,still come tonight
0,happen dear tell
0,sir wait call free pleas call
0,movi laptop
0,text finish long time ago shower eryth
0,ok im sure time finish tomorrow wanna spend even co would vewi vewi lubli love xxx
0,hello per request rs transfer
0,tirupur call da
1,winner special select receiv cash award speak live oper claim call ampm cost p
0,sbut luck catch put
0,noe specifi da domain nusstu ii still sch
0,ohi ask fun hahatak care
0,shall get pouch
0,hey loverboy love tell look pictur ach feel leg fuck want need crave
0,boy sweet word left morn sigh goe day love start studi
0,kent vale lor ii wait ar
0,ok good make money
0,read gud habit nan bari hudgi yorg pataistha ertini kano
0,aight still want get money
1,free top rington sub weekli ringtoneget st week freesend subpoli per weekstop sm
0,okok okthenwhat ur today plan
0,town v import
0,sorri pa dont knw ru pa
0,wat u
0,meet rite go home lor dun feel like comin ok
0,oh get paid outstand one commerci hasbroin august made us jump mani hoop get paid still
0,lateso call tomorrow morningtak care sweet dreamsu meummifyingby
0,network technic support associ
0,gonna rip uteru
0,cool like swim pool jacuzzi hous
1,thank rington order refer number x mobil charg tone arriv pleas call custom servic colourredtextcolourtxtstar
0,yeah gang readi
0,blank blank wat blank lol
0,movi collect car oredi
0,left alreadi orchard
1,hi night ur lucki night uve invit xchat uk wildest chat txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
0,noth splwat abt u whr ru
0,chikku nt yet ya free
0,aldrin rakhesh ex rtm herepl callurg
0,search happi main sourc unhappi accept life way come u find happi everi moment u live
0,home pleas call
0,guess could good excus lol
0,frnd neces life imagin urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt function thnk abt event espel care miss irrit u wrd dearlov frnd wthout u cant live jst takecar goodmorn
0,gud mrng dear hav nice day
0,old orchard near univ
0,taco raja burrito right
0,itu get ok
0,how street end librari walk
0,plz note anyon call mobil co ask u type disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verifi cnn ibn
0,stop get ice cream go back
0,stitch trouser
0,da vijay go talk jaya tv
1,tfp
0,hey bore think u wat r u
0,nah wednesday bring mini cheeto bag
0,nobodi name peni girl name stori add
0,aight let know gonna around usf
0,lip sync shangela
0,ii neva tell noe home da aft wat
0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
1,dear voucher holder claim st class airport loung pass use holiday voucher call book quot st class x
0,buzz hey love think hope day goe well sleep miss babe long moment togeth againlov smile
0,haha sound crazi dunno tahan anot
0,u earli
0,ya one slow poo
1,bloomberg messag center wait appli futur httpcareer bloombergcom
0,im gloucesterroad uup later
0,yesher tv alway avail work place
1,ye place town meet excit adult singl uk txt chat pmsg
0,lol ouch wish would stay bit longer
0,god ask forgiv littl child gave love repli
0,join bu
0,ask keep one mayb get messag sent glo
1,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normpton
0,ki send min
0,would smoke help us work difficult time
1,someon u know ask date servic contact cant guess call reveal pobox sxi p
0,yesmum lookin strong
0,sir goodmorn free call
0,call
0,gr see messag r u leav congrat dear school wat r ur plan
0,love girl offic may wonder smile sore
0,hi wlcome back wonder got eaten lion someth noth much
